ChatID,BlockID,Order1,Order2,EventID,EventType,Value,StartTime,EndTime,StartRealTime,EndRealTime
12,2,0,0,3,endOfBlockPrompt,"nan",1578.258,1757.788,5393.695,5573.761
12,2,0,0,3,5,"nan",0,0,5981.32,5981.32
12,3,0,0,3,fixate,"nan",1.04895,4.314829,5982.353,5985.62
12,3,0,0,12,prompt,"Should the US mandate vaccines for public health?",4.314829,10.13192,5985.621,5991.437
12,3,0,0,1,msgSent,"On one hand, I want to say yes. But on the other, I can hear people arguing against it for personal or religious beliefs",10.13192,52.00171,5991.438,6033.307
12,3,0,0,1,dislikesReceived,"3",57.05213,62.30263,6038.374,6043.607
12,3,0,0,2,msgReceivedWords,"<lowercase>Oh,",86.40378,87.27457,6067.709,6068.58
12,3,0,0,2,msgReceivedWords," ",87.28715,88.62146,6068.593,6069.927
12,3,0,0,2,msgReceivedWords,"come ",88.63722,89.22897,6069.943,6070.535
12,3,0,0,2,msgReceivedWords,"on! ",89.23724,90.43401,6070.543,6071.74
12,3,0,0,2,msgReceivedWords,"Really? ",90.43728,91.21481,6071.743,6072.521
12,3,0,0,2,msgReceivedWords,"Personal ",91.2207,92.21598,6072.526,6073.521
12,3,0,0,2,msgReceivedWords,"or ",92.22076,93.59168,6073.526,6074.897
12,3,0,0,2,msgReceivedWords,"religious ",93.60417,94.71268,6074.91,6076.018
12,3,0,0,2,msgReceivedWords,"beliefs ",94.72089,96.0759,6076.027,6077.382
12,3,0,0,2,msgReceivedWords,"shouldn’t ",96.08761,96.7049,6077.394,6078.011
12,3,0,0,2,msgReceivedWords,"even ",96.721,98.06795,6078.027,6079.374
12,3,0,0,2,msgReceivedWords,"be ",98.07108,99.4938,6079.377,6080.8
12,3,0,0,2,msgReceivedWords,"in ",99.50446,100.7726,6080.811,6082.079
12,3,0,0,2,msgReceivedWords,"this ",100.7878,102.1452,6082.094,6083.451
12,3,0,0,2,msgReceivedWords,"conversation.",102.1546,102.8625,6083.46,6084.168
12,3,0,0,2,msgReceivedWords," ",102.8712,103.9508,6084.177,6085.257
12,3,0,0,2,msgReceivedWords,"It's ",103.9545,104.9407,6085.261,6086.247
12,3,0,0,2,msgReceivedWords,"about ",104.9546,106.1427,6086.261,6087.449
12,3,0,0,2,msgReceivedWords,"public ",106.1546,107.13,6087.461,6088.437
12,3,0,0,2,msgReceivedWords,"health,",107.138,108.2851,6088.444,6089.591
12,3,0,0,2,msgReceivedWords," ",108.2881,109.376,6089.594,6090.682
12,3,0,0,2,msgReceivedWords,"not ",109.3882,110.0914,6090.694,6091.397
12,3,0,0,2,msgReceivedWords,"individual ",110.1048,111.5885,6091.411,6092.895
12,3,0,0,2,msgReceivedWords,"whims.",111.6049,112.5654,6092.911,6093.872
12,3,0,0,2,msgReceivedWords," ",112.5716,113.9229,6093.878,6095.229
12,3,0,0,2,msgReceivedWords,"People's ",113.9383,115.0772,6095.245,6096.384
12,3,0,0,2,msgReceivedWords,"unwillingness ",115.0884,116.5262,6096.395,6097.833
12,3,0,0,2,msgReceivedWords,"to ",116.5384,117.3371,6097.845,6098.644
12,3,0,0,2,msgReceivedWords,"get ",117.3385,118.4153,6098.645,6099.722
12,3,0,0,2,msgReceivedWords,"vaccinated ",118.4218,119.4073,6099.729,6100.714
12,3,0,0,2,msgReceivedWords,"just ",119.4219,120.3031,6100.729,6101.61
12,3,0,0,2,msgReceivedWords,"puts ",120.3053,120.9159,6101.612,6102.223
12,3,0,0,2,msgReceivedWords,"everyone ",120.922,122.4034,6102.229,6103.71
12,3,0,0,2,msgReceivedWords,"at ",122.4053,123.0446,6103.712,6104.351
12,3,0,0,2,msgReceivedWords,"risk.",123.0554,124.4432,6104.362,6105.75
12,3,0,0,2,msgReceivedWords," ",124.4554,124.9668,6105.762,6106.273
